annee;date;arbre;cultivar;bloc;taille;nbfruit;masse
2009/2010;21/12/2009;B11;cogshall;bloc1;taille07;6;2103,3
2009/2010;24/12/2009;B11;cogshall;bloc1;taille07;18;5899,2
2009/2010;28/12/2009;B11;cogshall;bloc1;taille07;20;6975,1
2009/2010;31/12/2009;B11;cogshall;bloc1;taille07;14;5496,7
2009/2010;04/01/2010;B11;cogshall;bloc1;taille07;23;9149,8
2009/2010;07/01/2010;B11;cogshall;bloc1;taille07;12;5162
2009/2010;08/01/2010;B11;cogshall;bloc1;taille07;3;1144
2009/2010;11/01/2010;B11;cogshall;bloc1;taille07;19;8404,8
2009/2010;14/01/2010;B11;cogshall;bloc1;taille07;11;5603,1
2009/2010;18/01/2010;B11;cogshall;bloc1;taille07;12;5728,6
2009/2010;21/01/2010;B11;cogshall;bloc1;taille07;4;1696,2
2009/2010;25/01/2010;B11;cogshall;bloc1;taille07;3;1053,1
2009/2010;28/01/2010;B11;cogshall;bloc1;taille07;1;326
2009/2010;01/02/2010;B11;cogshall;bloc1;taille07;4;1780
2009/2010;08/02/2010;B11;cogshall;bloc1;taille07;4;2202
2009/2010;04/12/2009;B12;cogshall;bloc1;taille02;10;2500
2009/2010;08/12/2009;B12;cogshall;bloc1;taille02;3;732,8
2009/2010;14/12/2009;B12;cogshall;bloc1;taille02;2;448,2
2009/2010;17/12/2009;B12;cogshall;bloc1;taille02;5;1850,3
2009/2010;21/12/2009;B12;cogshall;bloc1;taille02;12;4073,6
2009/2010;24/12/2009;B12;cogshall;bloc1;taille02;11;3989,1
2009/2010;28/12/2009;B12;cogshall;bloc1;taille02;21;7482,3
2009/2010;31/12/2009;B12;cogshall;bloc1;taille02;13;4899,5
2009/2010;04/01/2010;B12;cogshall;bloc1;taille02;20;7565,1
2009/2010;07/01/2010;B12;cogshall;bloc1;taille02;10;4404
2009/2010;08/01/2010;B12;cogshall;bloc1;taille02;6;2385
2009/2010;11/01/2010;B12;cogshall;bloc1;taille02;15;6863
2009/2010;14/01/2010;B12;cogshall;bloc1;taille02;6;2442,6
2009/2010;18/01/2010;B12;cogshall;bloc1;taille02;10;4925,2
2009/2010;21/01/2010;B12;cogshall;bloc1;taille02;5;2273,8
2009/2010;25/01/2010;B12;cogshall;bloc1;taille02;3;1320,1
2009/2010;28/01/2010;B12;cogshall;bloc1;taille02;5;2663
2009/2010;01/02/2010;B12;cogshall;bloc1;taille02;1;394
2009/2010;04/12/2009;B13;cogshall;bloc1;taille02;2;500
2009/2010;08/12/2009;B13;cogshall;bloc1;taille02;7;1634,4
2009/2010;14/12/2009;B13;cogshall;bloc1;taille02;5;1841,3
2009/2010;17/12/2009;B13;cogshall;bloc1;taille02;3;784,6
2009/2010;21/12/2009;B13;cogshall;bloc1;taille02;8;2738,1
2009/2010;24/12/2009;B13;cogshall;bloc1;taille02;5;1600,7
2009/2010;28/12/2009;B13;cogshall;bloc1;taille02;17;5473,3
2009/2010;31/12/2009;B13;cogshall;bloc1;taille02;16;5028,9
2009/2010;04/01/2010;B13;cogshall;bloc1;taille02;21;6990,8
2009/2010;07/01/2010;B13;cogshall;bloc1;taille02;19;7354
2009/2010;08/01/2010;B13;cogshall;bloc1;taille02;9;2808
2009/2010;11/01/2010;B13;cogshall;bloc1;taille02;29;12352,9
2009/2010;14/01/2010;B13;cogshall;bloc1;taille02;22;9675,1
2009/2010;18/01/2010;B13;cogshall;bloc1;taille02;17;6903,4
2009/2010;21/01/2010;B13;cogshall;bloc1;taille02;13;5663,4
2009/2010;25/01/2010;B13;cogshall;bloc1;taille02;10;4533,9
2009/2010;01/02/2010;B13;cogshall;bloc1;taille02;1;368
2009/2010;14/12/2009;B14;cogshall;bloc1;taille02;6;1681
2009/2010;17/12/2009;B14;cogshall;bloc1;taille02;2;633,1
2009/2010;21/12/2009;B14;cogshall;bloc1;taille02;4;1030,9
2009/2010;24/12/2009;B14;cogshall;bloc1;taille02;8;3039,1
2009/2010;28/12/2009;B14;cogshall;bloc1;taille02;16;4894,2
2009/2010;31/12/2009;B14;cogshall;bloc1;taille02;13;4911,7
2009/2010;04/01/2010;B14;cogshall;bloc1;taille02;22;8340,6
2009/2010;07/01/2010;B14;cogshall;bloc1;taille02;23;9578
2009/2010;08/01/2010;B14;cogshall;bloc1;taille02;11;4348
2009/2010;11/01/2010;B14;cogshall;bloc1;taille02;28;11806,6
2009/2010;14/01/2010;B14;cogshall;bloc1;taille02;19;8457,1
2009/2010;18/01/2010;B14;cogshall;bloc1;taille02;19;7757,2
2009/2010;21/01/2010;B14;cogshall;bloc1;taille02;12;5003,4
2009/2010;25/01/2010;B14;cogshall;bloc1;taille02;9;3898
2009/2010;28/01/2010;B14;cogshall;bloc1;taille02;2;815
2009/2010;01/02/2010;B14;cogshall;bloc1;taille02;2;545
2009/2010;04/12/2009;B15;cogshall;bloc1;taille02;3;700
2009/2010;08/12/2009;B15;cogshall;bloc1;taille02;3;792,2
2009/2010;14/12/2009;B15;cogshall;bloc1;taille02;6;1847
2009/2010;17/12/2009;B15;cogshall;bloc1;taille02;5;1368,9
2009/2010;21/12/2009;B15;cogshall;bloc1;taille02;10;3204,3
2009/2010;24/12/2009;B15;cogshall;bloc1;taille02;13;3852,8
2009/2010;28/12/2009;B15;cogshall;bloc1;taille02;25;7747,9
2009/2010;31/12/2009;B15;cogshall;bloc1;taille02;13;4391,7
2009/2010;04/01/2010;B15;cogshall;bloc1;taille02;36;13187,7
2009/2010;07/01/2010;B15;cogshall;bloc1;taille02;18;6745
2009/2010;08/01/2010;B15;cogshall;bloc1;taille02;13;4793
2009/2010;11/01/2010;B15;cogshall;bloc1;taille02;45;17371,5
2009/2010;14/01/2010;B15;cogshall;bloc1;taille02;18;8047,1
2009/2010;18/01/2010;B15;cogshall;bloc1;taille02;15;6360,4
2009/2010;21/01/2010;B15;cogshall;bloc1;taille02;10;4358,7
2009/2010;25/01/2010;B15;cogshall;bloc1;taille02;7;3164,8
2009/2010;28/01/2010;B15;cogshall;bloc1;taille02;3;1175
2009/2010;04/12/2009;B16;cogshall;bloc1;taille02;1;400
2009/2010;10/12/2009;B16;cogshall;bloc1;taille02;1;338,9
2009/2010;14/12/2009;B16;cogshall;bloc1;taille02;1;309,7
2009/2010;17/12/2009;B16;cogshall;bloc1;taille02;4;1164,7
2009/2010;21/12/2009;B16;cogshall;bloc1;taille02;4;1346,3
2009/2010;24/12/2009;B16;cogshall;bloc1;taille02;9;2932
2009/2010;28/12/2009;B16;cogshall;bloc1;taille02;15;5516,2
2009/2010;31/12/2009;B16;cogshall;bloc1;taille02;11;3976,2
2009/2010;04/01/2010;B16;cogshall;bloc1;taille02;20;7536
2009/2010;07/01/2010;B16;cogshall;bloc1;taille02;16;6436
2009/2010;08/01/2010;B16;cogshall;bloc1;taille02;6;1981
2009/2010;11/01/2010;B16;cogshall;bloc1;taille02;12;4964,6
2009/2010;14/01/2010;B16;cogshall;bloc1;taille02;15;5790,1
2009/2010;18/01/2010;B16;cogshall;bloc1;taille02;15;7038,1
2009/2010;21/01/2010;B16;cogshall;bloc1;taille02;3;1283,1
2009/2010;25/01/2010;B16;cogshall;bloc1;taille02;5;2123,9
2009/2010;28/01/2010;B16;cogshall;bloc1;taille02;1;419
2009/2010;08/12/2009;B17;cogshall;bloc1;bordure;2;564,4
2009/2010;14/12/2009;B17;cogshall;bloc1;bordure;3;1056,1
2009/2010;21/12/2009;B17;cogshall;bloc1;bordure;1;371,3
2009/2010;24/12/2009;B17;cogshall;bloc1;bordure;6;2281,5
2009/2010;28/12/2009;B17;cogshall;bloc1;bordure;11;4442,5
2009/2010;31/12/2009;B17;cogshall;bloc1;bordure;4;1603
2009/2010;04/01/2010;B17;cogshall;bloc1;bordure;13;5766,3
2009/2010;07/01/2010;B17;cogshall;bloc1;bordure;4;1749
2009/2010;08/01/2010;B17;cogshall;bloc1;bordure;5;2671
2009/2010;11/01/2010;B17;cogshall;bloc1;bordure;10;4850,3
2009/2010;14/01/2010;B17;cogshall;bloc1;bordure;7;3573,6
2009/2010;18/01/2010;B17;cogshall;bloc1;bordure;10;5085,1
2009/2010;21/01/2010;B17;cogshall;bloc1;bordure;5;2339,1
2009/2010;25/01/2010;B17;cogshall;bloc1;bordure;4;1639,8
2009/2010;28/01/2010;B17;cogshall;bloc1;bordure;2;937
2009/2010;01/02/2010;B17;cogshall;bloc1;bordure;1;415
2009/2010;04/12/2009;B2;cogshall;bloc1;tem;1;300
2009/2010;08/12/2009;B2;cogshall;bloc1;tem;7;1038,6
2009/2010;10/12/2009;B2;cogshall;bloc1;tem;3;972,3
2009/2010;14/12/2009;B2;cogshall;bloc1;tem;8;2344,8
2009/2010;17/12/2009;B2;cogshall;bloc1;tem;5;1565,1
2009/2010;21/12/2009;B2;cogshall;bloc1;tem;16;4769,3
2009/2010;24/12/2009;B2;cogshall;bloc1;tem;6;2330,7
2009/2010;28/12/2009;B2;cogshall;bloc1;tem;18;6302
2009/2010;31/12/2009;B2;cogshall;bloc1;tem;12;3874
2009/2010;04/01/2010;B2;cogshall;bloc1;tem;26;9104,7
2009/2010;07/01/2010;B2;cogshall;bloc1;tem;18;6359
2009/2010;08/01/2010;B2;cogshall;bloc1;tem;15;6588
2009/2010;11/01/2010;B2;cogshall;bloc1;tem;10;4123,3
2009/2010;14/01/2010;B2;cogshall;bloc1;tem;20;7899,6
2009/2010;18/01/2010;B2;cogshall;bloc1;tem;12;4643,3
2009/2010;21/01/2010;B2;cogshall;bloc1;tem;7;3134,3
2009/2010;25/01/2010;B2;cogshall;bloc1;tem;4;1245,4
2009/2010;28/01/2010;B2;cogshall;bloc1;tem;4;1212
2009/2010;04/12/2009;B3;cogshall;bloc1;tem;3;900
2009/2010;08/12/2009;B3;cogshall;bloc1;tem;2;711,7
2009/2010;10/12/2009;B3;cogshall;bloc1;tem;1;87,7
2009/2010;14/12/2009;B3;cogshall;bloc1;tem;8;2246,8
2009/2010;17/12/2009;B3;cogshall;bloc1;tem;9;2498,1
2009/2010;21/12/2009;B3;cogshall;bloc1;tem;20;6150
2009/2010;24/12/2009;B3;cogshall;bloc1;tem;22;7729,5
2009/2010;28/12/2009;B3;cogshall;bloc1;tem;26;8606,7
2009/2010;31/12/2009;B3;cogshall;bloc1;tem;49;16532,2
2009/2010;07/01/2010;B3;cogshall;bloc1;tem;25;9090
2009/2010;08/01/2010;B3;cogshall;bloc1;tem;15;4806
2009/2010;11/01/2010;B3;cogshall;bloc1;tem;21;8063,1
2009/2010;14/01/2010;B3;cogshall;bloc1;tem;15;6027,3
2009/2010;18/01/2010;B3;cogshall;bloc1;tem;9;3387,8
2009/2010;21/01/2010;B3;cogshall;bloc1;tem;6;2344,4
2009/2010;25/01/2010;B3;cogshall;bloc1;tem;2;478,6
2009/2010;28/01/2010;B3;cogshall;bloc1;tem;1;585
2009/2010;04/12/2009;B4;cogshall;bloc1;tem;4;950
2009/2010;08/12/2009;B4;cogshall;bloc1;tem;3;996
2009/2010;14/12/2009;B4;cogshall;bloc1;tem;3;1132,9
2009/2010;17/12/2009;B4;cogshall;bloc1;tem;10;3204,1
2009/2010;21/12/2009;B4;cogshall;bloc1;tem;12;4081,7
2009/2010;24/12/2009;B4;cogshall;bloc1;tem;16;5246,6
2009/2010;28/12/2009;B4;cogshall;bloc1;tem;13;4436
2009/2010;31/12/2009;B4;cogshall;bloc1;tem;16;5775,5
2009/2010;04/01/2010;B4;cogshall;bloc1;tem;17;6928,5
2009/2010;07/01/2010;B4;cogshall;bloc1;tem;11;4460
2009/2010;08/01/2010;B4;cogshall;bloc1;tem;7;2909
2009/2010;11/01/2010;B4;cogshall;bloc1;tem;15;6674,2
2009/2010;14/01/2010;B4;cogshall;bloc1;tem;25;8906,6
2009/2010;18/01/2010;B4;cogshall;bloc1;tem;10;4634
2009/2010;21/01/2010;B4;cogshall;bloc1;tem;10;3699,2
2009/2010;25/01/2010;B4;cogshall;bloc1;tem;4;1804,2
2009/2010;04/12/2009;B5;cogshall;bloc1;tem;1;450
2009/2010;08/12/2009;B5;cogshall;bloc1;tem;3;474,9
2009/2010;10/12/2009;B5;cogshall;bloc1;tem;1;323
2009/2010;14/12/2009;B5;cogshall;bloc1;tem;8;2743,9
2009/2010;17/12/2009;B5;cogshall;bloc1;tem;5;1341,2
2009/2010;21/12/2009;B5;cogshall;bloc1;tem;3;784,1
2009/2010;24/12/2009;B5;cogshall;bloc1;tem;9;1974,2
2009/2010;28/12/2009;B5;cogshall;bloc1;tem;19;5898,2
2009/2010;31/12/2009;B5;cogshall;bloc1;tem;11;3933,2
2009/2010;04/01/2010;B5;cogshall;bloc1;tem;21;6931,1
2009/2010;07/01/2010;B5;cogshall;bloc1;tem;12;3891
2009/2010;08/01/2010;B5;cogshall;bloc1;tem;13;4566
2009/2010;11/01/2010;B5;cogshall;bloc1;tem;15;5410,1
2009/2010;14/01/2010;B5;cogshall;bloc1;tem;22;8324,4
2009/2010;18/01/2010;B5;cogshall;bloc1;tem;15;5588
2009/2010;21/01/2010;B5;cogshall;bloc1;tem;16;5934,9
2009/2010;24/01/2010;B5;cogshall;bloc1;tem;6;2688,2
2009/2010;28/01/2010;B5;cogshall;bloc1;tem;2;883
2009/2010;04/12/2009;B6;cogshall;bloc1;tem;3;700
2009/2010;08/12/2009;B6;cogshall;bloc1;tem;17;4830,1
2009/2010;10/12/2009;B6;cogshall;bloc1;tem;2;603,7
2009/2010;14/12/2009;B6;cogshall;bloc1;tem;19;4739,8
2009/2010;17/12/2009;B6;cogshall;bloc1;tem;11;3471,5
2009/2010;21/12/2009;B6;cogshall;bloc1;tem;8;2523,5
2009/2010;24/12/2009;B6;cogshall;bloc1;tem;10;3142,2
2009/2010;28/12/2009;B6;cogshall;bloc1;tem;21;6816
2009/2010;31/12/2009;B6;cogshall;bloc1;tem;7;2754,6
2009/2010;04/01/2010;B6;cogshall;bloc1;tem;13;4542,1
2009/2010;07/01/2010;B6;cogshall;bloc1;tem;7;2830
2009/2010;08/01/2010;B6;cogshall;bloc1;tem;3;1356
2009/2010;11/01/2010;B6;cogshall;bloc1;tem;17;5987,9
2009/2010;14/01/2010;B6;cogshall;bloc1;tem;19;8018,4
2009/2010;18/01/2010;B6;cogshall;bloc1;tem;14;5690,7
2009/2010;21/01/2010;B6;cogshall;bloc1;tem;12;5110
2009/2010;25/01/2010;B6;cogshall;bloc1;tem;9;3807,9
2009/2010;28/01/2010;B6;cogshall;bloc1;tem;3;1112
2009/2010;08/02/2010;B6;cogshall;bloc1;tem;2;994
2009/2010;04/12/2009;B7;cogshall;bloc1;taille07;9;2200
2009/2010;08/12/2009;B7;cogshall;bloc1;taille07;6;1901,6
2009/2010;10/12/2009;B7;cogshall;bloc1;taille07;2;618,4
2009/2010;14/12/2009;B7;cogshall;bloc1;taille07;13;4503,2
2009/2010;17/12/2009;B7;cogshall;bloc1;taille07;7;2599,4
2009/2010;21/12/2009;B7;cogshall;bloc1;taille07;13;4825,9
2009/2010;24/12/2009;B7;cogshall;bloc1;taille07;23;6405,4
2009/2010;28/12/2009;B7;cogshall;bloc1;taille07;19;6405,8
2009/2010;31/12/2009;B7;cogshall;bloc1;taille07;8;3200,8
2009/2010;04/01/2010;B7;cogshall;bloc1;taille07;17;6035,5
2009/2010;07/01/2010;B7;cogshall;bloc1;taille07;4;1771
2009/2010;08/01/2010;B7;cogshall;bloc1;taille07;1;403
2009/2010;11/01/2010;B7;cogshall;bloc1;taille07;3;1366
2009/2010;14/01/2010;B7;cogshall;bloc1;taille07;5;2407,1
2009/2010;18/01/2010;B7;cogshall;bloc1;taille07;2;851,2
2009/2010;25/01/2010;B7;cogshall;bloc1;taille07;1;371
2009/2010;04/12/2009;B8;cogshall;bloc1;taille07;1;400
2009/2010;08/12/2009;B8;cogshall;bloc1;taille07;2;586
2009/2010;10/12/2009;B8;cogshall;bloc1;taille07;2;629,9
2009/2010;14/12/2009;B8;cogshall;bloc1;taille07;11;3242,8
2009/2010;17/12/2009;B8;cogshall;bloc1;taille07;7;2036,5
2009/2010;21/12/2009;B8;cogshall;bloc1;taille07;10;3616,6
2009/2010;24/12/2009;B8;cogshall;bloc1;taille07;18;6004,2
2009/2010;28/12/2009;B8;cogshall;bloc1;taille07;20;6030,3
2009/2010;31/12/2009;B8;cogshall;bloc1;taille07;12;3689,3
2009/2010;04/01/2010;B8;cogshall;bloc1;taille07;21;7552,1
2009/2010;07/01/2010;B8;cogshall;bloc1;taille07;14;4912
2009/2010;08/01/2010;B8;cogshall;bloc1;taille07;6;2178
2009/2010;11/01/2010;B8;cogshall;bloc1;taille07;12;4434,9
2009/2010;14/01/2010;B8;cogshall;bloc1;taille07;10;3848,6
2009/2010;18/01/2010;B8;cogshall;bloc1;taille07;8;3116,4
2009/2010;21/01/2010;B8;cogshall;bloc1;taille07;3;1322,2
2009/2010;25/01/2010;B8;cogshall;bloc1;taille07;3;1234
2009/2010;28/01/2010;B8;cogshall;bloc1;taille07;2;813
2009/2010;01/02/2010;B8;cogshall;bloc1;taille07;1;477
2009/2010;04/12/2009;B9;cogshall;bloc1;taille07;1;400
2009/2010;08/12/2009;B9;cogshall;bloc1;taille07;3;821,7
2009/2010;10/12/2009;B9;cogshall;bloc1;taille07;5;1403,9
2009/2010;14/12/2009;B9;cogshall;bloc1;taille07;4;1181,6
2009/2010;17/12/2009;B9;cogshall;bloc1;taille07;4;1342,2
2009/2010;21/12/2009;B9;cogshall;bloc1;taille07;12;3522,7
2009/2010;24/12/2009;B9;cogshall;bloc1;taille07;12;4059,9
2009/2010;28/12/2009;B9;cogshall;bloc1;taille07;10;3845,6
2009/2010;31/12/2009;B9;cogshall;bloc1;taille07;14;4855
2009/2010;04/01/2010;B9;cogshall;bloc1;taille07;17;6459,8
2009/2010;07/01/2010;B9;cogshall;bloc1;taille07;10;4720
2009/2010;08/01/2010;B9;cogshall;bloc1;taille07;7;2919
2009/2010;11/01/2010;B9;cogshall;bloc1;taille07;25;10494
2009/2010;14/01/2010;B9;cogshall;bloc1;taille07;15;6266,7
2009/2010;18/01/2010;B9;cogshall;bloc1;taille07;5;2037,7
2009/2010;21/01/2010;B9;cogshall;bloc1;taille07;3;1153,7
2009/2010;25/01/2010;B9;cogshall;bloc1;taille07;8;3971
2009/2010;04/12/2009;C1;cogshall;bloc1;bordure;4;1500
2009/2010;08/12/2009;C1;cogshall;bloc1;bordure;3;859,7
2009/2010;10/12/2009;C1;cogshall;bloc1;bordure;8;2930,6
2009/2010;14/12/2009;C1;cogshall;bloc1;bordure;9;2690,3
2009/2010;17/12/2009;C1;cogshall;bloc1;bordure;12;3837,6
2009/2010;21/12/2009;C1;cogshall;bloc1;bordure;16;4938,7
2009/2010;24/12/2009;C1;cogshall;bloc1;bordure;21;5988,1
2009/2010;28/12/2009;C1;cogshall;bloc1;bordure;29;11022,7
2009/2010;31/12/2009;C1;cogshall;bloc1;bordure;26;9594,7
2009/2010;04/01/2010;C1;cogshall;bloc1;bordure;37;14139,6
2009/2010;07/01/2010;C1;cogshall;bloc1;bordure;26;11425
2009/2010;11/01/2010;C1;cogshall;bloc1;bordure;24;10479,7
2009/2010;14/01/2010;C1;cogshall;bloc1;bordure;8;3362,5
2009/2010;18/01/2010;C1;cogshall;bloc1;bordure;8;2970
2009/2010;21/01/2010;C1;cogshall;bloc1;bordure;3;1209,8
2009/2010;25/01/2010;C1;cogshall;bloc1;bordure;3;1145,9
2009/2010;04/12/2009;C10;cogshall;bloc1;taille07;4;1100
2009/2010;08/12/2009;C10;cogshall;bloc1;taille07;2;493,3
2009/2010;10/12/2009;C10;cogshall;bloc1;taille07;4;1214,7
2009/2010;14/12/2009;C10;cogshall;bloc1;taille07;10;2454
2009/2010;17/12/2009;C10;cogshall;bloc1;taille07;7;1840,9
2009/2010;21/12/2009;C10;cogshall;bloc1;taille07;7;2413,1
2009/2010;24/12/2009;C10;cogshall;bloc1;taille07;12;3789,8
2009/2010;28/12/2009;C10;cogshall;bloc1;taille07;16;5891,1
2009/2010;31/12/2009;C10;cogshall;bloc1;taille07;10;3805,5
2009/2010;04/01/2010;C10;cogshall;bloc1;taille07;20;7323,7
2009/2010;07/01/2010;C10;cogshall;bloc1;taille07;5;1910
2009/2010;11/01/2010;C10;cogshall;bloc1;taille07;23;9362,8
2009/2010;14/01/2010;C10;cogshall;bloc1;taille07;12;4509,6
2009/2010;18/01/2010;C10;cogshall;bloc1;taille07;13;5508,9
2009/2010;21/01/2010;C10;cogshall;bloc1;taille07;2;903,1
2009/2010;25/01/2010;C10;cogshall;bloc1;taille07;1;604,1
2009/2010;28/01/2010;C10;cogshall;bloc1;taille07;1;374,1
2009/2010;01/02/2010;C10;cogshall;bloc1;taille07;1;699
2009/2010;04/12/2009;C11;cogshall;bloc1;taille07;4;1000
2009/2010;10/12/2009;C11;cogshall;bloc1;taille07;2;425,6
2009/2010;14/12/2009;C11;cogshall;bloc1;taille07;1;321,1
2009/2010;17/12/2009;C11;cogshall;bloc1;taille07;2;569,7
2009/2010;21/12/2009;C11;cogshall;bloc1;taille07;3;903,7
2009/2010;24/12/2009;C11;cogshall;bloc1;taille07;4;1234
2009/2010;28/12/2009;C11;cogshall;bloc1;taille07;9;2622,8
2009/2010;31/12/2009;C11;cogshall;bloc1;taille07;10;3376,9
2009/2010;04/01/2010;C11;cogshall;bloc1;taille07;34;12524,9
2009/2010;07/01/2010;C11;cogshall;bloc1;taille07;20;7437
2009/2010;11/01/2010;C11;cogshall;bloc1;taille07;32;12188,5
2009/2010;14/01/2010;C11;cogshall;bloc1;taille07;28;10448,9
2009/2010;18/01/2010;C11;cogshall;bloc1;taille07;22;6666
2009/2010;21/01/2010;C11;cogshall;bloc1;taille07;13;5086,6
2009/2010;25/01/2010;C11;cogshall;bloc1;taille07;13;4718,8
2009/2010;28/01/2010;C11;cogshall;bloc1;taille07;13;5168,5
2009/2010;01/02/2010;C11;cogshall;bloc1;taille07;2;977
2009/2010;08/02/2010;C11;cogshall;bloc1;taille07;2;1500
2009/2010;04/12/2009;C12;cogshall;bloc1;taille02;2;500
2009/2010;14/12/2009;C12;cogshall;bloc1;taille02;3;755,7
2009/2010;17/12/2009;C12;cogshall;bloc1;taille02;8;2808,3
2009/2010;21/12/2009;C12;cogshall;bloc1;taille02;8;2706,8
2009/2010;24/12/2009;C12;cogshall;bloc1;taille02;2;828,7
2009/2010;28/12/2009;C12;cogshall;bloc1;taille02;19;6183,9
2009/2010;31/12/2009;C12;cogshall;bloc1;taille02;18;7037,6
2009/2010;04/01/2010;C12;cogshall;bloc1;taille02;55;20963,1
2009/2010;07/01/2010;C12;cogshall;bloc1;taille02;9;3364
2009/2010;11/01/2010;C12;cogshall;bloc1;taille02;21;9555,8
2009/2010;14/01/2010;C12;cogshall;bloc1;taille02;9;4711,4
2009/2010;18/01/2010;C12;cogshall;bloc1;taille02;2;1052,6
2009/2010;21/01/2010;C12;cogshall;bloc1;taille02;3;1495,2
2009/2010;25/01/2010;C12;cogshall;bloc1;taille02;4;1569
2009/2010;28/01/2010;C12;cogshall;bloc1;taille02;1;579,9
2009/2010;04/12/2009;C13;cogshall;bloc1;taille02;5;1200
2009/2010;08/12/2009;C13;cogshall;bloc1;taille02;1;248,8
2009/2010;14/12/2009;C13;cogshall;bloc1;taille02;4;1152,1
2009/2010;17/12/2009;C13;cogshall;bloc1;taille02;4;1364,3
2009/2010;21/12/2009;C13;cogshall;bloc1;taille02;8;2644,6
2009/2010;24/12/2009;C13;cogshall;bloc1;taille02;7;2711,7
2009/2010;28/12/2009;C13;cogshall;bloc1;taille02;20;6466,8
2009/2010;31/12/2009;C13;cogshall;bloc1;taille02;11;4193,2
2009/2010;04/01/2010;C13;cogshall;bloc1;taille02;26;9743,2
2009/2010;07/01/2010;C13;cogshall;bloc1;taille02;9;3510
2009/2010;11/01/2010;C13;cogshall;bloc1;taille02;14;5929,4
2009/2010;14/01/2010;C13;cogshall;bloc1;taille02;10;4778,7
2009/2010;18/01/2010;C13;cogshall;bloc1;taille02;3;1309,4
2009/2010;21/01/2010;C13;cogshall;bloc1;taille02;1;562,5
2009/2010;28/01/2010;C13;cogshall;bloc1;taille02;1;424,5
2009/2010;08/02/2010;C13;cogshall;bloc1;taille02;1;419
2009/2010;04/12/2009;C14;cogshall;bloc1;taille02;4;950
2009/2010;14/12/2009;C14;cogshall;bloc1;taille02;6;1627,9
2009/2010;17/12/2009;C14;cogshall;bloc1;taille02;7;1734,1
2009/2010;21/12/2009;C14;cogshall;bloc1;taille02;9;2868,2
2009/2010;24/12/2009;C14;cogshall;bloc1;taille02;10;3365,5
2009/2010;28/12/2009;C14;cogshall;bloc1;taille02;13;3864,3
2009/2010;31/12/2009;C14;cogshall;bloc1;taille02;9;2935,5
2009/2010;04/01/2010;C14;cogshall;bloc1;taille02;26;8571,5
2009/2010;07/01/2010;C14;cogshall;bloc1;taille02;10;3069
2009/2010;11/01/2010;C14;cogshall;bloc1;taille02;33;12397,5
2009/2010;14/01/2010;C14;cogshall;bloc1;taille02;30;12817
2009/2010;18/01/2010;C14;cogshall;bloc1;taille02;13;5279,5
2009/2010;21/01/2010;C14;cogshall;bloc1;taille02;9;4231,9
2009/2010;25/01/2010;C14;cogshall;bloc1;taille02;3;1188,2
2009/2010;28/01/2010;C14;cogshall;bloc1;taille02;4;1472,4
2009/2010;05/02/2010;C14;cogshall;bloc1;taille02;3;1180
2009/2010;04/12/2009;C15;cogshall;bloc1;taille02;4;1200
2009/2010;08/12/2009;C15;cogshall;bloc1;taille02;2;451,6
2009/2010;10/12/2009;C15;cogshall;bloc1;taille02;3;1043,7
2009/2010;14/12/2009;C15;cogshall;bloc1;taille02;7;1960,9
2009/2010;17/12/2009;C15;cogshall;bloc1;taille02;11;4091,3
2009/2010;21/12/2009;C15;cogshall;bloc1;taille02;6;2415,5
2009/2010;24/12/2009;C15;cogshall;bloc1;taille02;7;2603,5
2009/2010;28/12/2009;C15;cogshall;bloc1;taille02;22;8176,1
2009/2010;31/12/2009;C15;cogshall;bloc1;taille02;6;2303,5
2009/2010;04/01/2010;C15;cogshall;bloc1;taille02;15;6626,4
2009/2010;07/01/2010;C15;cogshall;bloc1;taille02;11;4668
2009/2010;11/01/2010;C15;cogshall;bloc1;taille02;14;5785,4
2009/2010;14/01/2010;C15;cogshall;bloc1;taille02;29;12651
2009/2010;18/01/2010;C15;cogshall;bloc1;taille02;2;915,8
2009/2010;21/01/2010;C15;cogshall;bloc1;taille02;3;1052,2
2009/2010;25/01/2010;C15;cogshall;bloc1;taille02;2;687,6
2009/2010;28/01/2010;C15;cogshall;bloc1;taille02;1;656,7
2009/2010;01/02/2010;C15;cogshall;bloc1;taille02;1;406
2009/2010;04/12/2009;C16;cogshall;bloc1;taille02;3;950
2009/2010;10/12/2009;C16;cogshall;bloc1;taille02;2;596,3
2009/2010;14/12/2009;C16;cogshall;bloc1;taille02;2;397,5
2009/2010;17/12/2009;C16;cogshall;bloc1;taille02;4;1300,3
2009/2010;21/12/2009;C16;cogshall;bloc1;taille02;9;3405,5
2009/2010;24/12/2009;C16;cogshall;bloc1;taille02;4;1491,7
2009/2010;28/12/2009;C16;cogshall;bloc1;taille02;12;4320,9
2009/2010;31/12/2009;C16;cogshall;bloc1;taille02;11;4466,7
2009/2010;04/01/2010;C16;cogshall;bloc1;taille02;21;8508,3
2009/2010;07/01/2010;C16;cogshall;bloc1;taille02;6;2471
2009/2010;11/01/2010;C16;cogshall;bloc1;taille02;14;6548,8
2009/2010;14/01/2010;C16;cogshall;bloc1;taille02;15;6993
2009/2010;18/01/2010;C16;cogshall;bloc1;taille02;12;5495,1
2009/2010;21/01/2010;C16;cogshall;bloc1;taille02;8;3726,4
2009/2010;25/01/2010;C16;cogshall;bloc1;taille02;6;2922
