annee;date;arbre;cultivar;nbfruit;masse
2010;08/03/2011;G16;Heidi;13;6155,5
2010;11/03/2011;G16;Heidi;1;418,8
2010;15/03/2011;G16;Heidi;6;3067,3
2010;17/03/2011;G16;Heidi;2;663
2010;31/03/2011;G16;Heidi;1;380
2010;21/12/2010;G6;Heidi;3;753,9
2010;30/12/2010;G6;Heidi;2;491
2010;21/01/2011;G6;Heidi;1;499,6
2010;25/01/2011;G6;Heidi;1;730,1
2010;31/01/2011;G6;Heidi;17;5144
2010;15/02/2011;G6;Heidi;1;372
2010;18/02/2011;G6;Heidi;6;1975
2010;22/02/2011;G6;Heidi;10;3979,7
2010;25/02/2011;G6;Heidi;11;4020,2
2010;01/03/2011;G6;Heidi;3;1329,9
2010;04/03/2011;G6;Heidi;17;6908
2010;08/03/2011;G6;Heidi;9;3355,3
2010;11/03/2011;G6;Heidi;8;3281,2
2010;15/03/2011;G6;Heidi;11;4179,3
2010;17/03/2011;G6;Heidi;6;2362
2010;24/03/2011;G6;Heidi;4;935
2010;31/03/2011;G6;Heidi;1;115
2010;04/01/2011;H3;Heidi;2;892,2
2010;14/01/2011;H3;Heidi;1;488,9
2010;25/01/2011;H3;Heidi;1;457,4
2010;31/01/2011;H3;Heidi;4;1019
2010;03/02/2011;H3;Heidi;4;1405,4
2010;07/02/2011;H3;Heidi;3;1345,8
